30,1.1399466324994971,46.32,6948,8052
60,1.0512097569305185,47.586666,7138,7862
90,1.0034575603299536,48.966667,7345,7655
120,0.9611820477922841,50.966667,7645,7355
150,0.900848564060721,56.980003,8547,6453
180,0.89280996531977,54.066666,8110,6890
210,0.7698655413172908,61.793335,9269,5731
240,0.6741377148741132,70.240005,10536,4464
270,0.5915737508592203,75.1,11265,3735
300,0.5508946345412316,76.58,11487,3513
330,0.49449533022834685,79.56,11934,3066
360,0.4867526397563181,79.24,11886,3114
390,0.44270637397950036,81.24,12186,2814
420,0.41448000393872425,83.46667,12520,2480
450,0.4074748795943967,83.14667,12472,2528
480,0.374997783685112,84.4,12660,2340
510,0.36170197239259355,85.06,12759,2241
540,0.34026960629388425,85.96667,12895,2105
570,0.3435045484481866,85.28667,12793,2207
600,0.34088136673829583,85.7,12855,2145
630,0.30612364592301244,87.76,13164,1836
660,0.28926946456968117,88.1,13215,1785
690,0.2688437375461354,89.17333,13376,1624
720,0.30033660081006924,87.486664,13123,1877
750,0.26501255887192093,89.10667,13366,1634
780,0.23701207092465193,91.16667,13675,1325
810,0.2270030501435458,91.48667,13723,1277
840,0.27519991425869017,88.46667,13270,1730
870,0.21173174432968148,92.41334,13862,1138
900,0.23032592435739474,91.22667,13684,1316
930,0.22673085943240895,91.26667,13690,1310
960,0.26214238995413736,89.12666,13369,1631
990,0.2145103619754152,91.479996,13722,1278
1020,0.24331184070568854,90.68667,13603,1397
1050,0.20209287439598858,92.18667,13828,1172
1080,0.18254921844556243,93.42,14013,987
1110,0.18475640115249836,93.4,14010,990
1140,0.1784211815934798,93.333336,14000,1000
1170,0.23065869498789332,90.473335,13571,1429
1200,0.16605235496454934,94.24,14136,864
1230,0.19200682008880401,92.22667,13834,1166
1260,0.1745510616465463,93.82667,14074,926
1290,0.2059517830387762,91.48667,13723,1277
1320,0.16717056781009396,93.50666,14026,974
1350,0.18971758197684624,92.32667,13849,1151
1380,0.16488168882806428,93.44666,14017,983
1410,0.1746363765636893,93.159996,13974,1026
1440,0.14344735077420215,95.153336,14273,727
1470,0.14723489684446261,94.96,14244,756
1500,0.21243664112084495,91.28,13692,1308
1530,0.16224650994668977,93.76666,14065,935
1560,0.13808228327978925,95.246666,14287,713
1590,0.18207395279580132,92.22667,13834,1166
1620,0.14275430858936786,94.886665,14233,767
1650,0.16839404934294136,93.05334,13958,1042
1680,0.1317144424392664,95.37333,14306,694
1710,0.16080422620974624,94.21333,14132,868
1740,0.14663394562932344,94.18,14127,873
1770,0.1403541196331496,94.94666,14242,758
1800,0.1506418701228869,93.986664,14098,902
1830,0.18426592598869532,92.36667,13855,1145
1860,0.13350207421257113,95.22,14283,717
1890,0.13032389394763183,95.14,14271,729
1920,0.15731355470651026,93.746666,14062,938
1950,0.15873353088201045,93.53333,14030,970
1980,0.14595285988999132,94.166664,14125,875
2010,0.12419940775611173,95.80666,14371,629
2040,0.16186453582554097,93.473335,14021,979
2070,0.15881710043474287,93.54666,14032,968
2100,0.11901320807410466,95.62,14343,657
2130,0.12401204657751261,95.44666,14317,683
2160,0.12963300482058152,95.16,14274,726
2190,0.12551093703435826,95.26666,14290,710
2220,0.12832566425732841,95.1,14265,735
2250,0.13336738879479704,95.09333,14264,736
2280,0.1289529930684739,95.293335,14294,706
2310,0.10804294157270791,96.19333,14429,571
2340,0.13376882965619202,94.793335,14219,781
2370,0.12459998419116762,95.00667,14251,749
2400,0.1371669021384611,94.54,14181,819
2430,0.15720182620088413,93.80666,14071,929
2460,0.12107574192122268,95.53333,14330,670
2490,0.15205065966393902,93.77334,14066,934
2520,0.11420456489663706,95.96,14394,606
2550,0.11333538969114175,96.026665,14404,596
2580,0.13575842713767208,94.76,14214,786
2610,0.12783183689382174,95.340004,14301,699
2640,0.13333408666020494,94.63333,14195,805
2670,0.10448320002251571,96.206665,14431,569
2700,0.11113478068344317,96.0,14400,600
2730,0.11286216810354059,95.433334,14315,685
2760,0.15218433851519678,93.87334,14081,919
2790,0.12754189953581593,95.21333,14282,718
2820,0.10340787321469933,96.32667,14449,551
2850,0.09372544463845922,97.08,14562,438
2880,0.09554385660508953,96.933334,14540,460
2910,0.12705021510734402,95.433334,14315,685
2940,0.13212017391668415,94.94,14241,759
2970,0.09643107289839105,96.793335,14519,481
3000,0.109674163847906,96.060005,14409,591
3030,0.09726857797795013,96.62,14493,507
3060,0.09849049239328656,96.4,14460,540
3090,0.10401536675308125,96.113335,14417,583
3120,0.11978465354465732,95.48,14322,678
3150,0.14752392954406207,93.986664,14098,902
3180,0.11313922340506236,95.68667,14353,647
3210,0.11080313726072101,96.04667,14407,593
3240,0.10313019689692701,96.17333,14426,574
3270,0.11278913219873916,96.32,14448,552
